month,season,Location,sex,Subject Code,TSV,TP,air_ts,air_tp,RH_ts,RH_tp,comfort,prod,TA,clo,Uphols,clo_tot,met,sh_sw,Ti,Tg,Va,RH,PMV,PPD,TnG_R_0.5,Tmr,Top,Tout,Trm,TnG_R_0.25,TnG_R_0.33,
3,2,M1640,1,FMK5,-1,-1,-1,0,0,0,3,0,0,0.61,0.05,0.66,1.1, ,14.6,14.6,0.1,65.8,-2.883336142,98.47061661,16.6,14.6,14.6,14.3,15.40650609,18.6,17.63030303,
3,2,M1640,1,FMK7,-1,-1,-1,0,0,-1,3,0,0,1.33,0.05,1.38,1.1, ,14.9,14.9,0.1,60.2,-1.015064432,26.75823597,16.9,14.9,14.9,14.3,15.40650609,18.9,17.93030303,
3,2,M1640,1,FMK8,-1,-2,-1,-1,-1,-1,2,0,0,1.42,0.05,1.47,1.1, ,14.7,14.8,0.1,64.4,-0.884176305,21.50479973,16.79936199,14.89872399,14.79936199,14.3,15.40650609,18.79936199,17.82966502,
3,2,M1640,1,FMK10,-1,-1,-1,0,0,0,1,2,0,1.83,0.05,1.88,1.1, ,15.9,17.4,0.1,66.7,0.030335527,5.019050302,19.36579304,18.83158607,17.36579304,14.3,15.40650609,21.36579304,20.39609607,
3,2,M1640,1,FMK7,-2,-1,-1,0,0,0,3,0,0,1.15,0.05,1.2,1.1, ,14.1,13.9,0.1,66.6,-1.515944256,51.76692574,17.90018917,13.70037833,13.90018917,14.3,15.40650609,21.90018917,19.96079523,
3,2,M1640,1,FMK8,-1,-1,0,-1,0,-1,2,0,0,1.35,0.05,1.4,1.1, ,15.6,15.8,0.1,59.2,-0.816820737,19.0712647,17.79765374,15.99530748,15.79765374,14.3,15.40650609,19.79765374,18.82795677,
3,2,M1640,1,FMK7,-1,-1,-1,0,-1,0,3,0,0,1.33,0.05,1.38,1.1, ,15.4,15.7,0.1,70.2,-0.822275616,19.26130332,17.6965583,15.9931166,15.6965583,14.3,15.40650609,19.6965583,18.72686133,
3,2,M1640,1,FMK8,-1,-1,-1,0,-1,-1,2,1,0,1.37,0.05,1.42,1.1, ,16.2,16.1,0.1,68.8,-0.679197551,14.69592741,18.10125088,16.00250176,16.10125088,14.3,15.40650609,20.10125088,19.13155391,
3,2,M1640,1,FMK7,-1,-1,-1,0,0,0,3,0,0,1.42,0.05,1.47,1.1, ,15.5,15.6,0.1,60.1,-0.749104472,16.81707084,17.59895313,15.69790625,15.59895313,14.3,15.40650609,19.59895313,18.62925616,
3,2,M1640,1,FMK8,0,-1,0,0,-1,-1,1,0,0,1.3,0.05,1.35,1.1, ,17.1,17.9,0.1,60.8,-0.476517833,9.742230557,17.88110865,18.66221729,17.88110865,14.3,15.40650609,17.88110865,17.88110865,
3,2,M1640,2,MMK1,-1,-1,0,0,-1,0,2,0,0,1.19,0.05,1.24,1,0,15,15.6,0.1,61.8,-1.482208522,49.93466606,17.59297518,16.18595036,15.59297518,14.3,15.40650609,19.59297518,18.62327821,
3,2,M1640,2,MMK8,0,0,0,-1,0,0,3,0,0,1.25,0.05,1.3,1,0,15.8,16.7,0.1,62.9,-1.111287505,31.03206749,16.68385059,17.56770119,16.68385059,14.3,15.40650609,16.68385059,16.68385059,
3,2,M1640,2,MMK5,-1,-1,0,0,0,0,2,0,0,1.22,0.05,1.27,1,0,15.8,15.9,0.1,61.8,-1.327499915,41.69124013,17.89880096,15.99760193,15.89880096,14.3,15.40650609,19.89880096,18.92910399,
3,2,M1640,2,MMK6,-1,-1,1,1,0,0,2,2,0,1.25, ,1.25,1.2,0,15.4,15.7,0.1,62.7,-0.77946292,17.80355646,17.6965583,15.9931166,15.6965583,14.3,15.40650609,19.6965583,18.72686133,
3,2,M1640,2,MMK13,-1,-1,0,0,-1,0,3,0,0,1.01,0.025,1.035,1.1,0,16.1,16.4,0.1,61.9,-1.328786392,41.75818976,18.39550006,16.69100012,16.39550006,14.3,15.40650609,20.39550006,19.42580309,
3,2,M1640,2,MMK16,-1,0,0,0,0,0,2,0,0,1.18,0.05,1.23,1,0,16.9,17.9,0.1,63,-0.95152293,24.12363888,19.8759207,18.85184141,17.8759207,14.3,15.40650609,21.8759207,20.90622373,
3,2,M1640,2,MMK8,-1,-1,-1,0,-1,0,2,2,0,1.44,0.025,1.465,1.35,0,15.1,15.5,0.1,61.1,-0.228055171,6.079056821,17.49571733,15.89143465,15.49571733,14.3,15.40650609,19.49571733,18.52602036,
3,2,M1640,2,MMK17,-1,-1,0,0,-1,0,2,0,0,1.45,0.05,1.5,1,0,15.6,15.7,0.1,59.4,-0.994734561,25.89847066,17.69890233,15.79780467,15.69890233,14.3,15.40650609,19.69890233,18.72920537,
3,2,M1640,2,MMK15,-1,-1,-1,-1,0,0,2,0,0,1.4,0.05,1.45,1.1,1,15.8,15.9,0.1,61.7,-0.712499161,15.68011537,17.89880096,15.99760193,15.89880096,14.3,15.40650609,19.89880096,18.92910399,
3,2,M1640,2,MMK19,-1,0,-3,-1,-2,-1,1,0,0,1.17,0.025,1.195,1.35,1,14.4,14.4,0.1,65.8,-0.729992718,16.21627736,16.4,14.4,14.4,14.3,15.40650609,18.4,17.43030303,
3,2,M1640,2,MMK20,-1,0,0,0,0,0,2,0,0,1.09,0.05,1.14,1.1,0,14.7,14.8,0.1,61.2,-1.474153918,49.49831396,16.79936199,14.89872399,14.79936199,14.3,15.40650609,18.79936199,17.82966502,
3,2,M1640,2,MMK21,-1,-1,1,1,-1,-1,3,0,0,1.2,0.025,1.225,1.15,0,13.9,13.8,0.1,69.2,-1.310619603,40.81594806,15.80006842,13.70013684,13.80006842,14.3,15.40650609,17.80006842,16.83037145,
3,2,M1640,2,MMK1,-2,-1,1,1,1,1,4,-1,1,1.17,0.05,1.22,1,0,13.7,13.8,0.1,69.3,-1.90757937,72.42281294,17.7998795,13.89975901,13.7998795,14.3,15.40650609,21.7998795,19.86048556,
3,2,M1640,2,MMK8,-1,-1,-2,0,-3,0,3,2,0,1.33,0.025,1.355,1.2,0,16.2,15.3,0.1,63.6,-0.66659135,14.33587638,17.30577277,14.41154553,15.30577277,14.3,15.40650609,19.30577277,18.3360758,
3,2,M1640,2,MMK1,-1,-1,0,0,1,1,4,-1,1,1.53,0.05,1.58,1.1,0,14.6,14.8,0.1,67.8,-0.720573596,15.92595264,16.79867329,14.99734657,14.79867329,14.3,15.40650609,18.79867329,17.82897632,
3,2,M1640,2,MMK1,-1,-1,0,0,-1,0,3,0,0,1.32,0.05,1.37,1,0,17.4,18.6,0.1,64.1,-0.563010479,11.63837338,20.56648313,19.73296626,18.56648313,14.3,15.40650609,22.56648313,21.59678616,
3,2,M1640,2,MMK8,-1,-1,0,0,-1,0,2,1,0,1.33,0.025,1.355,1.1,0,16.8,16.2,0.1,65.6,-0.754558039,16.99138025,18.20706767,15.61413534,16.20706767,14.3,15.40650609,20.20706767,19.2373707,
3,2,M1640,2,MMK19,-1,-1,0,0,-1,0,2,0,0,1.17,0.05,1.22,1,1,14.1,14.4,0.1,69.9,-1.768076073,65.35925023,16.39855094,14.69710188,14.39855094,14.3,15.40650609,18.39855094,17.42885397,
3,2,M1640,2,MMK20,-1,1,1,1,0,0,2,0,0,1.09,0.05,1.14,1,0,16.2,16.7,0.1,67.9,-1.381740391,44.54113284,18.69150823,17.18301646,16.69150823,14.3,15.40650609,20.69150823,19.72181126,
4,2,M1640,1,FMK1,1,-1,1,0,1,1,2,1,0,0.73,0.05,0.78,1,0,18.5,20.1,0.1,75.1,-1.294034992,39.96197451,18.04246485,21.5849297,20.04246485,15.85,17.15627772,16.04246485,17.01216182,
4,2,M1640,1,FMK2,0,0,0,0,0,0,3,0,0,1.23,0.05,1.28,1.05,0,17.1,17.7,0.1,77.6,-0.670289565,14.44078963,17.68669971,18.27339941,17.68669971,15.85,17.15627772,17.68669971,17.68669971,
4,2,M1640,1,FMK4,1,-1,0,0,-1,0,2,-1,0,0.79,0.05,0.84,1,0,17.9,18.6,0.1,74.3,-1.546756653,53.44473378,16.58124836,19.26249672,18.58124836,15.85,17.15627772,14.58124836,15.55094533,
4,2,M1640,1,FMK5,1,-1,1,1,-1,-1,3,0,0,1.06,0.05,1.11,1.1,0,16.95,18.1,0.1,72.9,-0.766659457,17.38271477,16.0707912,19.19158241,18.0707912,15.85,17.15627772,14.0707912,15.04048817,
4,2,M1640,1,FMK6,1,-1,0,0,0,0,2,0,0,0.67,0.025,0.695,1.1,0,17.2,16.75,0.1,72.6,-2.043845627,78.70339266,14.75671882,16.31343765,16.75671882,15.85,17.15627772,12.75671882,13.72641579,
4,2,M1640,1,FMK7,1,-1,-1,0,0,0,2,0,0,1.17,0.025,1.195,1.1,0,17.1,16.8,0.1,72.8,-0.857183966,20.50694907,14.8046643,16.50932859,16.8046643,15.85,17.15627772,12.8046643,13.77436127,
4,2,M1640,1,FMK7,1,-1,-1,0,0,0,2,0,0,1.27,0.05,1.32,1.1,0,16.85,16.6,0.1,76.6,-0.684155118,14.83940651,14.60366598,16.35733196,16.60366598,15.85,17.15627772,12.60366598,13.57336295,
4,2,M1640,1,FMK7,-1,-1,-1,0,0,0,3,0,0,1.44,0.05,1.49,1.05,0,16.2,16.4,0.1,78,-0.625333849,13.20564931,18.39704874,16.59409748,16.39704874,15.85,17.15627772,20.39704874,19.42735177,
4,2,M1640,1,FMK7,1,-1,1,1,-1,0,3,0,0,1.16,0.025,1.185,1.5,0,16.95,16.7,0.1,78,-0.042690538,5.037729375,14.70379173,16.45758346,16.70379173,15.85,17.15627772,12.70379173,13.6734887,
4,2,M1640,1,FMK7,-1,-1,0,0,0,0,3,0,0,1.42,0.05,1.47,1.05,0,16.3,16.1,0.1,80.4,-0.692091509,15.07130934,18.1024524,15.9049048,16.1024524,15.85,17.15627772,20.1024524,19.13275543,
4,2,M1640,1,FMK1,-1,-1,-1,0,0,0,3,0,0,1.08,0.05,1.13,1.05,0,16.3,16.1,0.1,80.4,-1.268063215,38.63734126,18.1024524,15.9049048,16.1024524,15.85,17.15627772,20.1024524,19.13275543,
4,2,M1640,1,FMK2,-1,-1,0,0,0,0,3,0,0,1.1,0.05,1.15,1.05,0,16.2,16.4,0.1,78,-1.185870553,34.55985124,18.39704874,16.59409748,16.39704874,15.85,17.15627772,20.39704874,19.42735177,
4,2,M1640,1,FMK4,1,-1,-1,0,0,0,2,0,0,1.08,0.05,1.13,1.1,0,17.1,16.8,0.1,72.8,-0.970537119,24.89568644,14.8046643,16.50932859,16.8046643,15.85,17.15627772,12.8046643,13.77436127,
4,2,M1640,1,FMK5,1,-1,0,0,0,0,2,0,0,1.06,0.05,1.11,1.1,0,17.2,16.75,0.1,72.6,-1.014726623,26.74382261,14.75671882,16.31343765,16.75671882,15.85,17.15627772,12.75671882,13.72641579,
4,2,M1640,1,FMK6,1,-1,1,1,-1,0,3,0,0,0.79,0.05,0.84,1,0,17.1,17.7,0.1,77.6,-1.801604051,67.10300968,15.68669971,18.27339941,17.68669971,15.85,17.15627772,13.68669971,14.65639668,
4,2,M1640,1,FMK7,1,-1,-1,0,0,0,2,0,0,1.15,0.05,1.2,1.05,0,18.5,20.1,0.1,75.1,-0.281494405,6.645865211,18.04246485,21.5849297,20.04246485,15.85,17.15627772,16.04246485,17.01216182,
4,2,M1640,2,MMK1,-1,-1,0,0,0,0,4,0,0,0.9,0.05,0.95,1,0,16.4,16.3,0.1,79.1,-1.858431464,69.99578077,18.30135193,16.20270386,16.30135193,15.85,17.15627772,20.30135193,19.33165496,
4,2,M1640,2,MMK8,0,-1,0,-1,-1,-1,3,0,0,0.83,0.05,0.88,1,0,17.2,17.3,0.1,70.6,-1.813165058,67.69828495,17.29809915,17.3961983,17.29809915,15.85,17.15627772,17.29809915,17.29809915,
4,2,M1640,2,MMK5,-1,-1,-1,0,-1,0,5,-1,0,1.2,0.05,1.25,1.1,-1,17.1,17.1,0.1,76,-0.696409852,15.19863557,19.1,17.1,17.1,15.85,17.15627772,21.1,20.13030303,
4,2,M1640,2,MMK11,-1,-1,0,-1,1,1,1,1,0,0.42,0.025,0.445,1.35,1,16.9,17.4,0.1,76.1,-1.808113514,67.43858089,19.38977263,17.87954526,17.38977263,15.85,17.15627772,21.38977263,20.42007566,
4,2,M1640,2,MMK13,1,-1,-1,0,1,-1,2,0,0,0.84,0.05,0.89,1.1,1,17.4,17.8,0.1,75.7,-1.241863807,37.31788627,15.79112453,18.18224905,17.79112453,15.85,17.15627772,13.79112453,14.7608215,
4,2,M1640,2,MMK7,-1,-1,1,0,-1,0,3,1,0,0.99,0.025,1.015,1.1,1,17.6,17.5,0.1,72.5,-1.029143718,27.36274012,19.5019524,17.4039048,17.5019524,15.85,17.15627772,21.5019524,20.53225543,
4,2,M1640,2,MMK14,2,1,-2,0,0,0,1,0,0,0.8,0.05,0.85,1.1,0,17.8,18.8,0.1,74.8,-1.103811491,30.68839499,14.77156111,19.74312221,18.77156111,15.85,17.15627772,10.77156111,12.71095505,
4,2,M1640,2,MMK8,-1,-1,0,0,-2,0,2,2,0,1.66,0.05,1.71,1,0,16.4,16.4,0.1,77.3,-0.472379569,9.659613751,18.4,16.4,16.4,15.85,17.15627772,20.4,19.43030303,
4,2,M1640,2,MMK17,-1,-1,0,-1,-2,0,2,0,0,1.35,0.05,1.4,1,0,17.1,17.2,0.1,76,-0.738893229,16.49412177,19.19814883,17.29629766,17.19814883,15.85,17.15627772,21.19814883,20.22845186,
4,2,M1640,2,MMK19,-2,0,-2,-1,-2,-1,1,0,0,0.81,0.05,0.86,1,0,16.55,16.75,0.1,78.6,-2.00194668,76.84970372,20.74669813,16.94339626,16.74669813,15.85,17.15627772,24.74669813,22.80730419,
4,2,M1640,2,MMK20,-1,0,0,0,1,1,2,0,0,1.15,0.05,1.2,1.05,0,17.4,17.3,0.1,71.8,-0.900075081,22.10653443,19.30185301,17.20370602,17.30185301,15.85,17.15627772,21.30185301,20.33215604,
4,2,M1640,2,MMK22,0,0,-1,0,-1,-1,2,1,0,0.85,0.05,0.9,1,0,17.28,17.66,0.1,74.73,-1.647916321,58.9467525,17.65184788,18.02369576,17.65184788,15.85,17.15627772,17.65184788,17.65184788,
4,2,M1640,2,MMK23,1,-1,-1,-1,-1,1,3,1,0,0.57,0.025,0.595,1.1,1,18.35,17.7,0.1,68.85,-2.095695232,80.89196038,15.71248301,17.07496603,17.71248301,15.85,17.15627772,13.71248301,14.68217998,
4,2,M1640,2,MMK1,-1,-1,1,1,2,1,4,-1,1,0.9,0.05,0.95,1,0,17.1,17.3,0.1,78.3,-1.592265464,55.92427911,19.29615057,17.49230114,17.29615057,15.85,17.15627772,21.29615057,20.3264536,
4,2,M1640,2,MMK19,-1,-1,1,0,1,1,3,-1,0,0.81,0.05,0.86,1.1,0,16.7,17.4,0.1,79.8,-1.422432505,46.71091157,19.38535068,18.07070136,17.38535068,15.85,17.15627772,21.38535068,20.41565371,
4,2,M1640,2,MMK1,-1,-1,0,0,0,0,3,0,0,0.9,0.05,0.95,1,0,16.25,16.1,0.1,80.3,-1.907134488,72.40118861,18.10185782,15.95371564,16.10185782,15.85,17.15627772,20.10185782,19.13216085,
4,2,M1640,2,MMK19,-1,-1,0,0,-1,-1,2,1,0,0.97,0.05,1.02,1.05,0,16,16.6,0.1,80.4,-1.428721798,47.04828602,18.58996433,17.17992865,16.58996433,15.85,17.15627772,20.58996433,19.62026736,
4,2,M1640,2,MMK20,-1,-1,0,0,-1,0,4,0,0,1.15,0.05,1.2,1,0,16.95,16.7,0.1,75.7,-1.18987711,34.75423261,18.70379173,16.45758346,16.70379173,15.85,17.15627772,20.70379173,19.73409476,
4,2,M1640,2,MMK19,-2,-1,1,1,-3,-1,4,-1,0,0.91,0.05,0.96,1,0,17.1,17.3,0.1,80.8,-1.553882471,53.83303335,21.29615057,17.49230114,17.29615057,15.85,17.15627772,25.29615057,23.35675663,
5,2,M1640,1,FMK7,0,0,0,0,0,0,2,0,0,1.02,0.05,1.07,1.1,0,20.15,20.7,0.1,69.75,-0.206962877,5.888342328,20.67993105,21.20986209,20.67993105,20.1,18.77716724,20.67993105,20.67993105,
5,2,M1640,1,FMK1,0,0,0,0,1,0,3,0,0,0.85,0.05,0.9,1.1,0,20.1,20.6,0.1,70,-0.509710736,10.43163892,20.58204627,21.06409254,20.58204627,20.1,18.77716724,20.58204627,20.58204627,
5,2,M1640,1,FMK2,0,0,0,0,0,0,3,0,0,0.88,0.05,0.93,1.1,0,20.3,20.8,0.1,69.6,-0.407403546,8.459027597,20.78157444,21.26314887,20.78157444,20.1,18.77716724,20.78157444,20.78157444,
5,2,M1640,1,FMK3,0,1,0,-1,0,0,2,1,0,0.92,0.05,0.97,1,0,20,20.5,0.1,69.7,-0.698563012,15.26242238,20.48228267,20.96456533,20.48228267,20.1,18.77716724,20.48228267,20.48228267,
5,2,M1640,1,FMK4,1,-1,-1,0,0,0,4,0,0,0.95,0.05,1,1.1,0,20.4,20.9,0.1,69.5,-0.266562963,6.475396627,18.881339,21.36267799,20.881339,20.1,18.77716724,16.881339,17.85103597,
5,2,M1640,1,FMK5,0,0,0,0,1,1,3,1,0,0.85,0.05,0.9,1.1,0,20.2,20.6,0.1,69.7,-0.508121275,10.3975411,20.58572483,20.97144967,20.58572483,20.1,18.77716724,20.58572483,20.58572483,
5,2,M1640,1,FMK6,0,0,0,0,0,0,2,0,0,0.88,0.05,0.93,1.1,0,20.1,20.8,0.1,69.5,-0.414546696,8.58214657,20.77389897,21.44779794,20.77389897,20.1,18.77716724,20.77389897,20.77389897,
5,2,M1640,1,FMK8,1,1,-1,-1,0,0,2,0,1,0.92,0.05,0.97,1,1,20.3,20.9,0.1,70,-0.589080968,12.27347318,18.87747619,21.45495239,20.87747619,20.1,18.77716724,16.87747619,17.84717316,
5,2,M1640,1,FMK9,0,0,0,0,0,0,3,1,0,0.95,0.05,1,1.1,0,20.4,20.6,0.1,69.6,-0.329805024,7.261944346,20.59295043,20.78590086,20.59295043,20.1,18.77716724,20.59295043,20.59295043,
5,2,M1640,1,FMK10,0,0,0,0,1,1,4,0,0,1.02,0.05,1.07,1.1,0,20,20.6,0.1,69.7,-0.232608909,6.122678818,20.57832399,21.15664798,20.57832399,20.1,18.77716724,20.57832399,20.57832399,
5,2,M1640,1,FMK1,0,0,0,0,1,1,3,1,0,0.85,0.05,0.9,1.1, ,20,20.6,0.1,69.7,-0.514690291,10.53916985,20.57832399,21.15664798,20.57832399,20.1,18.77716724,20.57832399,20.57832399,
5,2,M1640,1,FMK2,1,1,-1,-1,0,0,2,0,0,0.92,0.05,0.97,1, ,20.3,20.9,0.1,70,-0.589080968,12.27347318,18.87747619,21.45495239,20.87747619,20.1,18.77716724,16.87747619,17.84717316,
5,2,M1640,1,FMK3,0,0,0,0,0,0,2,0,1,1.02,0.05,1.07,1.1, ,20.1,20.8,0.1,69.5,-0.18951426,5.744647147,20.77389897,21.44779794,20.77389897,20.1,18.77716724,20.77389897,20.77389897,
5,2,M1640,1,FMK4,0,0,0,0,0,0,3,1,0,0.88,0.05,0.93,1.1, ,20.3,20.8,0.1,69.6,-0.407403546,8.459027597,20.78157444,21.26314887,20.78157444,20.1,18.77716724,20.78157444,20.78157444,
5,2,M1640,1,FMK5,0,0,0,0,1,1,4,0,0,0.89,0.05,0.94,1.1, ,20.2,20.6,0.1,69.7,-0.436831805,8.980311277,20.58572483,20.97144967,20.58572483,20.1,18.77716724,20.58572483,20.58572483,
5,2,M1640,2,MMK1,1,1,0,0,0,0,1,0,0,0.89,0.05,0.94,1,0,20.1,20.9,0.1,70.5,-0.650206091,13.87817669,18.86962074,21.63924149,20.86962074,20.1,18.77716724,16.86962074,17.83931771,
5,2,M1640,2,MMK2,0,0,0,0,1,0,3,0,0,0.8,0.05,0.85,1.1,0,20,20.8,0.1,71,-0.557185741,11.50050713,20.76999621,21.53999242,20.76999621,20.1,18.77716724,20.76999621,20.76999621,
5,2,M1640,2,MMK3,1,1,0,0,0,0,5,0,0,0.85,0.05,0.9,1.1,0,20.2,21,0.1,70,-0.41641382,8.614688621,18.96924579,21.73849157,20.96924579,20.1,18.77716724,16.96924579,17.93894276,
5,2,M1640,2,MMK8,0,0,-1,-1,1,0,3,1,0,0.8,0.05,0.85,1.1,0,20.2,20.7,0.1,70.4,-0.574923626,11.92492932,20.68181019,21.16362039,20.68181019,20.1,18.77716724,20.68181019,20.68181019,
5,2,M1640,2,MMK5,1,0,0,0,2,0,3,0,0,0.73,0.05,0.78,1.1,0,20,21.1,0.1,70.6,-0.639590774,13.58786418,19.05648731,22.11297462,21.05648731,20.1,18.77716724,17.05648731,18.02618428,
5,2,M1640,2,MMK6,0,0,0,0,0,0,4,0,0,0.85,0.05,0.9,1.1,0,20.1,20.7,0.1,71,-0.481552218,9.843733408,20.67804101,21.25608201,20.67804101,20.1,18.77716724,20.67804101,20.67804101,
5,2,M1640,2,MMK7,1,0,0,0,0,0,3,0,0,0.73,0.05,0.78,1.1,0,20.1,21.1,0.1,70,-0.636678798,13.50908028,19.06065808,22.02131616,21.06065808,20.1,18.77716724,17.06065808,18.03035505,
5,2,M1640,2,MMK8,0,0,0,0,0,0,2,1,0,0.89,0.05,0.94,1.1,0,20.2,20.9,0.1,70.3,-0.367438672,7.810451208,20.87357008,21.54714015,20.87357008,20.1,18.77716724,20.87357008,20.87357008,
5,2,M1640,2,MMK9,0,0,0,0,1,1,5,1,0,0.92,0.05,0.97,1.1,0,20,20.8,0.1,70.7,-0.343129385,7.449260303,20.76999621,21.53999242,20.76999621,20.1,18.77716724,20.76999621,20.76999621,
5,2,M1640,2,MMK10,1,1,0,-1,0,0,2,0,0,0.7,0.05,0.75,1.1,0,20.1,21,0.1,70.5,-0.72357803,16.01814344,18.96520692,21.83041384,20.96520692,20.1,18.77716724,16.96520692,17.93490389,
5,2,M1640,2,MMK1,1,1,0,0,0,0,1,0,0,0.89,0.05,0.94,1, ,20.1,21,0.1,70.5,-0.625542421,13.21117738,18.96520692,21.83041384,20.96520692,20.1,18.77716724,16.96520692,17.93490389,
5,2,M1640,2,MMK2,0,0,0,0,1,0,3,0,0,0.8,0.05,0.85,1.1, ,20,20.8,0.1,70.7,-0.55887689,11.54038352,20.76999621,21.53999242,20.76999621,20.1,18.77716724,20.76999621,20.76999621,
5,2,M1640,2,MMK3,0,0,-1,-1,1,0,3,1,0,0.85,0.05,0.9,1.1, ,20.2,20.9,0.1,70.3,-0.437212965,8.987306816,20.87357008,21.54714015,20.87357008,20.1,18.77716724,20.87357008,20.87357008,
5,2,M1640,2,MMK8,1,1,0,0,0,0,5,0,0,0.8,0.05,0.85,1.1, ,20.1,21.1,0.1,70,-0.49152105,10.04795104,19.06065808,22.02131616,21.06065808,20.1,18.77716724,17.06065808,18.03035505,
5,2,M1640,2,MMK5,0,0,0,0,1,1,5,1,0,0.73,0.05,0.78,1.1, ,20.1,20.7,0.1,71,-0.721838207,15.96470978,20.67804101,21.25608201,20.67804101,20.1,18.77716724,20.67804101,20.67804101,
5,2,M1640,2,MMK6,0,0,0,0,0,0,4,0,0,0.85,0.05,0.9,1.1, ,20,21.1,0.1,70.6,-0.398248679,8.304428952,21.05648731,22.11297462,21.05648731,20.1,18.77716724,21.05648731,21.05648731,
5,2,M1640,2,MMK7,0,0,0,0,0,0,3,0,0,0.73,0.05,0.78,1.1, ,20.2,20.7,0.1,70.4,-0.719069468,15.87994456,20.68181019,21.16362039,20.68181019,20.1,18.77716724,20.68181019,20.68181019,
5,2,M1640,2,MMK8,1,0,0,0,0,0,2,1,0,0.89,0.05,0.94,1.1, ,20.2,21,0.1,70,-0.347145246,7.507194971,18.96924579,21.73849157,20.96924579,20.1,18.77716724,16.96924579,17.93894276,
5,2,M1640,2,MMK9,1,0,0,0,2,0,3,0,0,0.92,0.05,0.97,1.1, ,20,20.8,0.1,71,-0.341438236,7.425068097,18.76999621,21.53999242,20.76999621,20.1,18.77716724,16.76999621,17.73969318,
5,2,M1640,2,MMK10,1,1,0,-1,0,0,2,0,0,0.7,0.05,0.75,1.1, ,20.1,20.9,0.1,70.5,-0.746713752,16.74105917,18.86962074,21.63924149,20.86962074,20.1,18.77716724,16.86962074,17.83931771,
6,2,M1640,1,FMK1,0,0,1,0,-1,0,3,1,0,0.42,0.05,0.47,1.1,0,22.2,23,0.1,81.1,-0.713723071,15.71719838,22.96185156,23.72370312,22.96185156,21.55,22.06801624,22.96185156,22.96185156,
6,2,M1640,1,FMK3,0,0,-1,-1,0,0,3,0,0,0.79,0.05,0.84,1.1,0,22.1,22.7,0.1,81.1,0.007855619,5.001277447,22.67246086,23.24492171,22.67246086,21.55,22.06801624,22.67246086,22.67246086,
6,2,M1640,1,FMK4,0,0,0,0,0,0,2,-1,0,0.62,0.05,0.67,1.1,0,22.1,22.7,0.1,80,-0.314306604,7.053540713,22.67246086,23.24492171,22.67246086,21.55,22.06801624,22.67246086,22.67246086,
6,2,M1640,1,FMK6,0,0,0,-1,1,0,3,1,0,0.81,0.05,0.86,1.1,0,21.9,21.9,0.1,81,-0.154823936,5.496727405,21.9,21.9,21.9,21.55,22.06801624,21.9,21.9,
6,2,M1640,1,FMK7,0,0,1,0,1,0,3,0,0,0.88,0.025,0.905,1.15,0,24.4,23.65,0.1,74.4,0.457058067,9.36015766,23.68558809,22.97117618,23.68558809,21.55,22.06801624,23.68558809,23.68558809,
6,2,M1640,1,FMK7,-1,-1,1,-1,-2,0,2,1,0,0.93,0.05,0.98,1.1,0,21.6,21.9,0.1,82.75,0.038114953,5.030074606,23.88752904,22.17505809,21.88752904,21.55,22.06801624,25.88752904,24.91783207,
6,2,M1640,1,FMK1,0,0,0,-1,1,0,3,1,0,0.93,0.05,0.98,1.1,0,22.2,23,0.1,81.1,0.291291522,6.762825632,22.96185156,23.72370312,22.96185156,21.55,22.06801624,22.96185156,22.96185156,
6,2,M1640,1,FMK2,0,0,0,-1,0,0,3,0,0,0.88,0.05,0.93,1.1,0,22.1,22.7,0.1,81.1,0.149677085,5.464218886,22.67246086,23.24492171,22.67246086,21.55,22.06801624,22.67246086,22.67246086,
6,2,M1640,1,FMK3,0,0,0,0,1,0,2,-1,0,0.81,0.05,0.86,1.1,0,22.1,22.7,0.1,80,0.033640939,5.02342821,22.67246086,23.24492171,22.67246086,21.55,22.06801624,22.67246086,22.67246086,
6,2,M1640,1,FMK4,0,0,0,1,1,0,3,1,0,0.62,0.05,0.67,1.1,0,21.9,21.9,0.1,81,-0.524697681,10.75851854,21.9,21.9,21.9,21.55,22.06801624,21.9,21.9,
6,2,M1640,1,FMK5,1,0,0,-1,-1,0,3,0,0,0.79,0.05,0.84,1.1,0,24.4,23.65,0.1,74.4,0.278202589,6.607475748,21.68558809,22.97117618,23.68558809,21.55,22.06801624,19.68558809,20.65528506,
6,2,M1640,1,FMK6,-1,-1,1,1,0,0,2,1,0,0.42,0.05,0.47,1.1,0,21.6,21.9,0.1,82.75,-1.06626746,28.99149016,23.88752904,22.17505809,21.88752904,21.55,22.06801624,25.88752904,24.91783207,
6,2,M1640,2,MMK1,1,0,-1,0,-1,0,2,1,0,0.58,0.05,0.63,1.1,0,23.2,22.85,0.1,80.1,-0.314085807,7.050645234,20.86560972,22.53121944,22.86560972,21.55,22.06801624,18.86560972,19.83530669,
6,2,M1640,2,MMK2,-1,0,1,0,1,0,2,0,0,0.48,0.05,0.53,1.1,0,24.1,25,0.1,72.15,0.060183071,5.07498943,26.9488072,25.79761441,24.9488072,21.55,22.06801624,28.9488072,27.97911024,
6,2,M1640,2,MMK5,-1,0,0,0,0,0,2,0,0,0.42,0.025,0.445,1.15,0,23.1,23,0.1,76.3,-0.596944039,12.47081346,25.00458159,22.90916319,23.00458159,21.55,22.06801624,27.00458159,26.03488462,
